ID,URL,County,Desc_short,Status
0001040,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001040,Jones,SR 44 From Gray Bypass To CR 104/Mathis Road,PRE-CONSTRUCTION
0001042,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001042,Irwin,SR 32 Reloc/NE Ocilla Bypass Between SR 32 And SR 11,PRE-CONSTRUCTION
0001043,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001043,Irwin,SR 32 Reloc/NW Ocilla Bypass Between SR 35 And SR 11,PRE-CONSTRUCTION
0001044,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001044,"Irwin , Tift",SR 35 From SR 520/Tift To SR 32/Irwin,PRE-CONSTRUCTION
0001047,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001047,Madison,SR 98 Passing Lanes @ 2 Locations Between SR 8 And SR 172,PRE-CONSTRUCTION
0001096,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001096,Henry,Mcdonough Pkwy Ext From Jonesboro RD To SR 42/US 23 Ph 1-GRTA,UNDER-CONSTRUCTION
0001322,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001322,All Counties,Passenger Rail Macon To Albany - Phase 1,PRE-CONSTRUCTION
0001323,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001323,All Counties,Passenger Rail Macon To Albany - Phase 2,PRE-CONSTRUCTION
0001324,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001324,All Counties,Passenger Rail Macon To Albany - Phase 3,PRE-CONSTRUCTION
0001325,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001325,All Counties,Passenger Rail Macon To Savannah - Phase 1,PRE-CONSTRUCTION
0001327,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001327,All Counties,Passenger Rail Macon To Savannah - Phase 2,PRE-CONSTRUCTION
0001328,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001328,All Counties,Passenger Rail Macon To Savannah - Phase 3,PRE-CONSTRUCTION
0001333,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001333,All Counties,Commuter Rail Atlanta To Bremen - Phase 1,PRE-CONSTRUCTION
0001334,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001334,All Counties,Commuter Rail Atlanta To Senoia - Phase 1,PRE-CONSTRUCTION
0001339,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001339,"Crawford , Lamar",SR 7/US 341 Passing Lanes @ 5 Locations Crawford& Lamar Co.,PRE-CONSTRUCTION
0001757,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001757,"Forsyth , Fulton",SR 400 - Phase 1 Db,COMPLETED-CONSTRUCTION
0001809,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001809,Laurens,SR 257 From S Of I-16 To N Of Dexter,PRE-CONSTRUCTION
0001815,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001815,Gwinnett,CR 494/Rock Bridge Road Grade Separation @ CSX Rr,PRE-CONSTRUCTION
0001816,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001816,Barrow,CR 326/6Th  Street Grade Separation @ CSX Rr,PRE-CONSTRUCTION
0001817,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001817,Clayton,Cw Grant Pkwy (CR 1516) - Widening & Reconstruction,COMPLETED-CONSTRUCTION
0001820,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001820,Dodge,SR 117 Realignment In Rhine,PRE-CONSTRUCTION
0001821,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001821,Hall,Mcever Road From SR 347 To CS 537/Gainesville Street,PRE-CONSTRUCTION
0001822,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001822,Hall,SR 13/Atlanta Hwy From CR 528/Radford RD To S Of SR 53,PRE-CONSTRUCTION
0001823,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0001823,Elbert,SR 72 Realign Bet CR 76/ Dove CR Church RD And CR 75,PRE-CONSTRUCTION
0002391,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002391,Clarke,SR 15/US 441 From Loop 10 North To Clarke County Line,PRE-CONSTRUCTION
0002392,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002392,Forsyth,SR 20 - Widening & Reconstruction,COMPLETED-CONSTRUCTION
0002393,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002393,Gwinnett,SR 13 From Sugarloaf Pkwy To SR 20 In Buford,PRE-CONSTRUCTION
0002525,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002525,Cherokee,SR 372 Spur From SR 5Bu@ Howell Br RD To SR 372 So/Ball Ground,PRE-CONSTRUCTION
0002862,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002862,"Cherokee , Forsyth",SR 20 - Widening Reconstruction,UNDER-CONSTRUCTION
0002863,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002863,Terrell,SR 50/US 82 From W Of SR 45 To SR 520,PRE-CONSTRUCTION
0002864,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002864,Randolph,SR 50/US 82 From W Of SR 41 To E Of SR 41 @ Terrell CO Line,PRE-CONSTRUCTION
0002865,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002865,"Ben Hill , Irwin",SR 11/SR 107/US 319 From SR 32/Irwin To SR 206/Ben Hill,PRE-CONSTRUCTION
0002866,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002866,Bartow,SR 3 From CSX Rr To SR 3/SR 20,PRE-CONSTRUCTION
0002868,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002868,DeKalb,Panola RD @ I-20 From Fairington RD To Snapfinger Woods Dr,PRE-CONSTRUCTION
0002869,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002869,Talbot,SR 90 Passing Lanes @ Two Locations Between SR 96 To SR 208,PRE-CONSTRUCTION
0002923,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002923,Chatham,SR 25/West Bay Street - Widening & Rcns,COMPLETED-CONSTRUCTION
0002981,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0002981,Quitman,SR 50 From W Of SR 39/SR 27 To E Of SR 39 East Of Georgetown,PRE-CONSTRUCTION
0003061,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003061,Murray,SR 225 Bypass From SR 52/US 76 To SR 225,PRE-CONSTRUCTION
0003626,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003626,Hall,Sardis RD Conn - Widening & Reconstruction,UNDER-CONSTRUCTION
0003627,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003627,Dawson,SR 9 Passing Lanes From Thompson RD To Jenkins RD,PRE-CONSTRUCTION
0003628,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003628,Bartow,SR 293 North Ramp To SR 20/US 411 West,PRE-CONSTRUCTION
0003682,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003682,Forsyth,SR 20 - Widening,UNDER-CONSTRUCTION
0003701,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0003701,Hall,SR 13 From I-985 To & Along Memorial Pk Dr To SR 369,PRE-CONSTRUCTION
0004295,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004295,"Dade , Walker",SR 560/East-West Highway From I-59/Dade CO To SR 157/Walker Co,PRE-CONSTRUCTION
0004296,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004296,Walker,SR 560/East-West Highway From SR 157 To US 27,PRE-CONSTRUCTION
0004297,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004297,"Catoosa , Walker",SR 560/East-West Highway From US 27/Walker To SR 151/Catoosa,PRE-CONSTRUCTION
0004298,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004298,"Catoosa , Whitfield",SR 560/East-West Hwy From SR 151/Catoosa To SR 3/Whitfield,PRE-CONSTRUCTION
0004299,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004299,Whitfield,SR 560/East-West Highway From I-75 To SR 52,PRE-CONSTRUCTION
0004300,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004300,"Murray , Whitfield",SR 560/East-West Hwy From SR 3/Whitfield To US 411/Murray,PRE-CONSTRUCTION
0004301,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004301,Gilmer,SR 560/East-West Highway From SR 52 To US 76,PRE-CONSTRUCTION
0004302,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004302,White,East-West Hwy From SR 115/SR 284 Along Westmoreland To SR 11,PRE-CONSTRUCTION
0004303,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004303,White,SR 560/East-West Highway From SR 11 To SR 384,PRE-CONSTRUCTION
0004304,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004304,Habersham,SR 560/East-West Highway From SR 384 To SR 365,PRE-CONSTRUCTION
0004407,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004407,Coweta,Lower Fayetteville RD From Grieson Trail To Fischer RD- GRTA,UNDER-CONSTRUCTION
0004428,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004428,Douglas,Ca - CR 817/Lee RD From I-20 To SR 92/Fairburn RD,UNDER-CONSTRUCTION
0004451,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004451,DeKalb,CR 1285/Clifton Road @ CSX/Rr,PRE-CONSTRUCTION
0004497,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004497,Cherokee,Woodstock Greenway,PRE-CONSTRUCTION
0004634,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004634,"Forsyth , Fulton",Mcginnis Ferry Road From Sargent Road To Union Hill Road,UNDER-CONSTRUCTION
0004748,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004748,Tift,SR 125 From SR 7 To Existing 4-Lane @ CR 413/ 20Th St,PRE-CONSTRUCTION
0004749,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004749,Tift,SR 125 From CR 329/40Th St To CR 421/Chula Brookfield RD,PRE-CONSTRUCTION
0004750,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004750,"Irwin , Tift",SR 125 From CR 421/Chula Brookfield RD/Tift To SR 32/Irwin,PRE-CONSTRUCTION
0004751,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004751,"Ben Hill , Irwin",SR 125 From SR 32/Irwin To SR 107/Ben Hill,PRE-CONSTRUCTION
0004752,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004752,"Stewart , Webster",SR 27/US 280 From SR 520 In Richland To SR 41 In Preston,PRE-CONSTRUCTION
0004753,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004753,"Sumter , Webster",SR 27/US 280 From SR 41/Webster To Plains City Limits/Sumter,PRE-CONSTRUCTION
0004754,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004754,"Crisp , Wilcox",SR 30/US 280 From CS 667/Arc Way Ave/Crisp To SR 159/Wilcox,PRE-CONSTRUCTION
0004768,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004768,Wilcox,SR 30/US 280 From SR 159 To CR 208/Mt Olive RD ,PRE-CONSTRUCTION
0004769,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004769,"Dodge , Wilcox",SR 30/US 280 From CR 208/Mt Olive RD/Wilcox To SR 117/Dodge ,PRE-CONSTRUCTION
0004770,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004770,Dodge,SR 30/US 280 From SR 117 To The Telfair County Line,PRE-CONSTRUCTION
0004771,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004771,Telfair,SR 30/US 280 From The Dodge County Line To SR 27,PRE-CONSTRUCTION
0004772,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004772,"Telfair , Wheeler",SR 30/US 280 From SR 27/Telfair To SR 126/Wheeler,PRE-CONSTRUCTION
0004773,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004773,Wheeler,SR 30/US 280 From SR 126 To SR 19,PRE-CONSTRUCTION
0004774,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004774,"Montgomery , Wheeler",SR 30/US 280 From SR 19/Wheeler Thru Montgomery To Toombs Line,PRE-CONSTRUCTION
0004775,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004775,Toombs,SR 30/US 280 From West Of SR 4/US 1 To SR 86,PRE-CONSTRUCTION
0004776,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004776,"Tattnall , Toombs",SR 30/US 280 From West Of SR 86/Toombs To CR 219/Tattnall,PRE-CONSTRUCTION
0004777,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004777,"Evans , Tattnall",SR 30/US 280 From CR 219/Tattnall To West Of SR 292/Evans,PRE-CONSTRUCTION
0004778,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004778,"Bryan , Evans",SR 30/US 280 From West Claxton City Lmt/Evans To SR 119/Bryan,PRE-CONSTRUCTION
0004779,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004779,Bryan,SR 30/US 280 From SR 119 To The End Of US 280 @ SR 26/US 80,PRE-CONSTRUCTION
0004790,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004790,Terrell,SR 32 From SR 50 To CR 101/Sapp Road,PRE-CONSTRUCTION
0004791,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004791,"Lee , Terrell",SR 32 From CR 101/Sapp RD/Terrell To SR 3/Leesburg Bypass/Lee,PRE-CONSTRUCTION
0004792,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004792,Lee,SR 32 From SR 3/Leesburg Bypass To SR 91,PRE-CONSTRUCTION
0004793,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004793,"Lee , Worth",SR 32 From SR 91/Lee To SR 300/Worth,PRE-CONSTRUCTION
0004794,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004794,Worth,SR 32 From SR 300 To SR 313,PRE-CONSTRUCTION
0004795,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004795,Worth,SR 32 From SR 313 To SR 33,PRE-CONSTRUCTION
0004796,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004796,"Turner , Worth",SR 32 From SR 33/Worth To SR 7/Turner,PRE-CONSTRUCTION
0004797,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004797,Turner,SR 32 From SR 7 East Intersection To East Of I-75,PRE-CONSTRUCTION
0004800,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004800,Coffee,SR 32 From US 441 To CR 552/Liberty St Incl Gauss Bridge,PRE-CONSTRUCTION
0004801,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004801,"Bacon , Coffee",SR 32 From CS 650/Liberty St/Coffee To CR 317/Wildes RD/Bacon,PRE-CONSTRUCTION
0004802,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004802,Bacon,SR 32 From CR 280/Dredge RD To SR 203,PRE-CONSTRUCTION
0004803,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004803,Bacon,SR 32 From SR 203 To CR 324/Coffee Road,PRE-CONSTRUCTION
0004808,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004808,"Bacon , Pierce",SR 32 From CR 324/Bacon To SR 15/Pierce ,PRE-CONSTRUCTION
0004809,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004809,Pierce,SR 32 From SR 15 To US 84 ,PRE-CONSTRUCTION
0004810,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004810,Pierce,SR 32 From SR 38/US 84 To CR 117/Kennell Road,PRE-CONSTRUCTION
0004811,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004811,"Brantley , Pierce",SR 32 From CR 117/Kennell Road/Pierce To SR 23/US 301/Brantley,PRE-CONSTRUCTION
0004812,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004812,Brantley,SR 32 From US 301 To SR 110 ,PRE-CONSTRUCTION
0004813,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004813,Brantley,SR 32 From SR 110 To CR 301/Wilkerson Road,PRE-CONSTRUCTION
0004814,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004814,"Brantley , Glynn",SR 32 From CR 301/Wilkerson RD/Brantley To SR 99/Glynn,PRE-CONSTRUCTION
0004911,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004911,Laurens,SR 29 @ SR 86 East Of Dublin,PRE-CONSTRUCTION
0004912,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004912,Jasper,SR 83 Bypass From SR 83/380 Northwest On New Loc To SR 11,PRE-CONSTRUCTION
0004914,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004914,Johnson,Wrightsville South Bypass,PRE-CONSTRUCTION
0004915,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0004915,"Bartow , Floyd",SR 140 - Widening And Reconstruction,UNDER-CONSTRUCTION
0005228,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005228,"Johnson , Laurens , Washington",SR 68 From SR 19/US 80/Laurens To SR 57/Washington - Reloc,PRE-CONSTRUCTION
0005248,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005248,Lumpkin,SR 560/East-West Hwy From SR 9/SR 52 New Loc To Sr52/Sr115 Int,PRE-CONSTRUCTION
0005312,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005312,Morgan,SR 83 West Madison Bypass,PRE-CONSTRUCTION
0005313,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005313,Gordon,SR 156 From CR 483 To CR 481 Incl Newtown Br & Crane Eater Br,PRE-CONSTRUCTION
0005314,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005314,Gordon,SR 156 From CR 232 To A Point 1 Mile East,PRE-CONSTRUCTION
0005317,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005317,Gordon,SR 53 - Inter Improv,UNDER-CONSTRUCTION
0005529,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005529,DeKalb,Its Enhancement - Phase I,PRE-CONSTRUCTION
0005533,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005533,Pulaski,US 129/SR 11 - Bridge Rehab,UNDER-CONSTRUCTION
0005569,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005569,DeKalb,Its Enhancement - Phase II,PRE-CONSTRUCTION
0005749,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005749,Muscogee,CR 1618/Whittlesey RD From N Of Rollins Way To Bradley Park Dr,PRE-CONSTRUCTION
0005821,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005821,All Counties,Usbr Bicycle Signs,PRE-CONSTRUCTION
0005828,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005828,Putnam,Eatonton Southeast Bypass From SR 44 @ US 441 To SR 16,PRE-CONSTRUCTION
0005941,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005941,Talbot,SR 41 Passing Lanes Between Talbotton And Meriwither CO Line,PRE-CONSTRUCTION
0005970,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0005970,Cherokee,SR 372/Ballground RD From Canton Hwy To Cumming Hwy,PRE-CONSTRUCTION
0006019,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0006019,Floyd,SR 20 From SR 100 To Alabama State Line,PRE-CONSTRUCTION
0006036,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0006036,"Bartow , Cherokee",SR 140 From E Valley RD/Bartow To Garland Mountain Trail/Cherokee,PRE-CONSTRUCTION
0006037,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0006037,Cherokee,SR 140 From Little Refuge RD To Shoal Creek,PRE-CONSTRUCTION
0006038,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0006038,Cherokee,CR 777/Arnold Mill RD From Park Ave To Hickory Flat Hwy,PRE-CONSTRUCTION
0006039,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0006039,Cherokee,Bells Ferry RD From North Of Sixes RD To SR 20/Knox Hwy,PRE-CONSTRUCTION
